source_file,analysis_scope,chip,group,comparison,filter_regime,engine,gene_set_mode,gene_set_name,matrix_key_normal,matrix_key_tumor,n_shared_probes,n_samples_normal,n_samples_tumor,n_features,entropy_covariance_space,shannon_normal,shannon_tumor,shannon_delta,shannon_direction,spectral_normal,spectral_tumor,spectral_delta,spectral_direction,run_permutation,permutation_metric,permutation_unit,n_perm,p_perm_shannon,p_perm_spectral,run_bootstrap,bootstrap_metric,bootstrap_unit,n_boot,shannon_boot_normal_mean,shannon_boot_normal_ci_lower,shannon_boot_normal_ci_upper,shannon_boot_tumor_mean,shannon_boot_tumor_ci_lower,shannon_boot_tumor_ci_upper,spectral_boot_normal_mean,spectral_boot_normal_ci_lower,spectral_boot_normal_ci_upper,spectral_boot_tumor_mean,spectral_boot_tumor_ci_lower,spectral_boot_tumor_ci_upper,status,p_perm_shannon_fdr,p_perm_spectral_fdr
entropy_results.rds,whole_filtered_chip,hu35ksuba,lymphomas,GC/FL,variance_global,entropy,FULL,FULL,m_Lymphoid.Tissue.normal,m_Lymphoid.Tissue.Follicular.lymphoma,3000,6,11,3000,sample,14.111,14.991,0.88,strongly chaotic,0.436,0.864,0.428,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.03,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.36426,0.18995,0.48177499999999984,0.73108,0.5207250000000001,0.8672,ok,NA,0.15
entropy_results.rds,whole_filtered_chip,hu35ksuba,lymphomas,GC/LBCL,variance_global,entropy,FULL,FULL,m_Lymphoid.Tissue.normal,m_Lymphoid.Tissue.large.B.cell.lymphoma,3000,6,11,3000,sample,14.112,14.99,0.878,strongly chaotic,0.432,0.619,0.187,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.38,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.36035,0.181375,0.47705,0.5214,0.42685,0.6079249999999998,ok,NA,0.475
entropy_results.rds,whole_filtered_chip,hu35ksuba,leukemias,PB/B-ALL,variance_global,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.B.cell.ALL,3000,5,10,3000,sample,13.846,14.852,1.006,strongly chaotic,0.691,0.695,0.004,neutral,TRUE,spectral,sample_label,100,NA,0.99,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.53876,0.21375000000000002,0.694,0.5649,0.42307500000000003,0.667,ok,NA,0.99
entropy_results.rds,whole_filtered_chip,hu35ksuba,leukemias,PB/T-ALL,variance_global,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.T.cell.ALL,3000,5,10,3000,sample,13.847,14.852,1.005,strongly chaotic,0.701,0.696,-0.005,neutral,TRUE,spectral,sample_label,100,NA,0.97,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.54702,0.213375,0.700525,0.56365,0.386475,0.67425,ok,NA,0.99
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,BLAD/TCC,limma,entropy,FULL,FULL,m_Bladder.normal,m_Bladder.bladder.transitional.cell.carcinoma,399,7,11,399,sample,11.41,12.077,0.667,strongly chaotic,0.617,0.947,0.33,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.07,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.50121,0.24932500000000002,0.6690499999999999,0.8105,0.58925,0.95805,ok,NA,0.30000000000000004
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,BR/BRAD,limma,entropy,FULL,FULL,m_Breast.normal,m_Breast.breast.adenocarcinoma,1522,5,11,1522,sample,12.863,14.009,1.146,strongly chaotic,0.435,0.864,0.429,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.1,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.32129,0.10407500000000004,0.50015,0.75435,0.571775,0.86505,ok,NA,0.30000000000000004
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,COL/COADREAD,limma,entropy,FULL,FULL,m_Colon.normal,m_Colon.colorectal.adenocarcinoma,286,10,11,286,sample,11.46,11.592,0.132,mildly chaotic,0.48,0.495,0.015,neutral,TRUE,spectral,sample_label,100,NA,0.91,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.41825,0.2529,0.53505,0.42496,0.33775,0.49805,ok,NA,0.91
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,KID/RCC,limma,entropy,FULL,FULL,m_Kidney.normal,m_Kidney.renal.cell.carcinoma,57,12,9,57,sample,9.396,8.98,-0.416,mildly anti-chaotic,0.721,0.624,-0.097,neutral,TRUE,spectral,sample_label,100,NA,0.62,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.61523,0.468425,0.7483,0.51466,0.367,0.6247749999999999,ok,NA,0.8266666666666667
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,LU/LUAD,limma,entropy,FULL,FULL,m_Lung.normal,m_Lung.lung.adenocarcinoma,64,5,11,64,sample,8.295,9.436,1.141,strongly chaotic,0.5,0.913,0.413,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.08,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.36561,0.18650000000000005,0.51,0.75834,0.596175,0.8950749999999998,ok,NA,0.30000000000000004
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,OV/OVAD,limma,entropy,FULL,FULL,m_Ovary.normal,m_Ovary.ovarian.adenocarcinoma,181,4,10,181,sample,9.471,10.8,1.329,strongly chaotic,0.414,0.603,0.189,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.51,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.29769,0.119,0.414,0.50126,0.37775000000000003,0.5916249999999998,ok,NA,0.765
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,PA/PAAD,limma,entropy,FULL,FULL,m_Pancreas.normal,m_Pancreas.pancreatic.adenocarcinoma,520,10,10,520,sample,12.326,12.32,-0.006,neutral,0.532,0.828,0.296,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.01,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.46145,0.359275,0.53705,0.70471,0.49295,0.8872499999999999,ok,NA,0.12
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,UT/EAC,limma,entropy,FULL,FULL,m_Uterus.normal,m_Uterus.uterine.adenocarcinoma,81,6,10,81,sample,8.901,9.633,0.732,strongly chaotic,0.465,0.512,0.047,neutral,TRUE,spectral,sample_label,100,NA,0.8,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.37443,0.2399,0.466,0.43832,0.26427500000000004,0.55905,ok,NA,0.91
entropy_results.rds,whole_filtered_chip,hu6800,blastomas,Brain/GBM,limma,entropy,FULL,FULL,m_Brain.normal,m_Brain.glioblastoma,716,8,10,716,sample,12.462,12.784,0.322,mildly chaotic,0.515,0.6,0.085,neutral,TRUE,spectral,sample_label,100,NA,0.33,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.42155,0.2919,0.527575,0.5015000000000001,0.38480000000000003,0.5915249999999999,ok,NA,0.6171428571428571
entropy_results.rds,whole_filtered_chip,hu6800,blastomas,Brain/MB,limma,entropy,FULL,FULL,m_Brain.normal,m_Brain.medulloblastoma,650,8,10,650,sample,12.32,12.642,0.322,mildly chaotic,0.691,0.669,-0.022,neutral,TRUE,spectral,sample_label,100,NA,0.86,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.56811,0.351,0.7141,0.55519,0.448475,0.6541,ok,NA,0.91
entropy_results.rds,whole_filtered_chip,hu6800,leukemias,PB/B-ALL,limma,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.B.cell.ALL,1449,5,10,1449,sample,12.789,13.792,1.003,strongly chaotic,0.553,0.321,-0.232,mildly anti-chaotic,TRUE,spectral,sample_label,100,NA,0.36,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.43195,0.20450000000000004,0.563,0.27765,0.20375000000000001,0.33952499999999997,ok,NA,0.6171428571428571
entropy_results.rds,whole_filtered_chip,hu6800,leukemias,PB/T-ALL,limma,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.T.cell.ALL,994,5,9,994,sample,12.244,13.09,0.846,strongly chaotic,0.566,0.313,-0.253,mildly anti-chaotic,TRUE,spectral,sample_label,100,NA,0.35,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.44161,0.20412500000000003,0.588,0.26298,0.17895,0.32,ok,NA,0.6171428571428571
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,BLAD/TCC,variance_comparison,entropy,FULL,FULL,m_Bladder.normal,m_Bladder.bladder.transitional.cell.carcinoma,3000,7,11,3000,sample,14.329,14.988,0.659,strongly chaotic,0.637,1.072,0.435,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.03,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.50867,0.2611000000000001,0.644525,0.91339,0.6644000000000001,1.083675,ok,NA,0.12999999999999998
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,BR/BRAD,variance_comparison,entropy,FULL,FULL,m_Breast.normal,m_Breast.breast.adenocarcinoma,3000,5,11,3000,sample,13.842,14.987,1.145,strongly chaotic,0.433,0.995,0.562,strongly chaotic,TRUE,spectral,sample_label,100,NA,0.05,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.32017,0.10490000000000001,0.493575,0.85934,0.6719250000000001,0.9701,ok,NA,0.1625
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,COL/COADREAD,variance_comparison,entropy,FULL,FULL,m_Colon.normal,m_Colon.colorectal.adenocarcinoma,3000,10,11,3000,sample,14.847,14.983,0.136,mildly chaotic,0.608,0.623,0.015,neutral,TRUE,spectral,sample_label,100,NA,0.91,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.5355,0.32495,0.700575,0.53642,0.43312500000000004,0.642575,ok,NA,0.96
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,KID/RCC,variance_comparison,entropy,FULL,FULL,m_Kidney.normal,m_Kidney.renal.cell.carcinoma,3000,12,9,3000,sample,15.112,14.697,-0.415,mildly anti-chaotic,0.656,0.775,0.119,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.2,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.57876,0.4539,0.674525,0.64432,0.522425,0.739,ok,NA,0.37142857142857144
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,LU/LUAD,variance_comparison,entropy,FULL,FULL,m_Lung.normal,m_Lung.lung.adenocarcinoma,3000,5,11,3000,sample,13.843,14.985,1.142,strongly chaotic,0.334,0.977,0.643,strongly chaotic,TRUE,spectral,sample_label,100,NA,0,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.24352000000000001,0.12490000000000001,0.348,0.82924,0.625025,0.9587249999999998,ok,NA,0
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,OV/OVAD,variance_comparison,entropy,FULL,FULL,m_Ovary.normal,m_Ovary.ovarian.adenocarcinoma,3000,4,10,3000,sample,13.521,14.847,1.326,strongly chaotic,0.378,0.822,0.444,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.11,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.26822999999999997,0.148,0.378,0.68409,0.49407500000000015,0.8217249999999998,ok,NA,0.2383333333333333
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,PA/PAAD,variance_comparison,entropy,FULL,FULL,m_Pancreas.normal,m_Pancreas.pancreatic.adenocarcinoma,3000,10,10,3000,sample,14.851,14.846,-0.005,neutral,0.747,0.827,0.08,neutral,TRUE,spectral,sample_label,100,NA,0.27,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.64704,0.508425,0.7350999999999999,0.70106,0.4739,0.9122999999999999,ok,NA,0.43875000000000003
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,PR/PRAD,variance_comparison,entropy,FULL,FULL,m_Prostate.normal,m_Prostate.prostate.adenocarcinoma,3000,7,8,3000,sample,14.327,14.521,0.194,mildly chaotic,0.303,0.779,0.476,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.01,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.24728,0.16507500000000003,0.2995749999999999,0.65637,0.3574250000000001,0.858525,ok,NA,0.065
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,UT/EAC,variance_comparison,entropy,FULL,FULL,m_Uterus.normal,m_Uterus.uterine.adenocarcinoma,3000,6,10,3000,sample,14.109,14.845,0.736,strongly chaotic,0.615,0.63,0.015,neutral,TRUE,spectral,sample_label,100,NA,0.96,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.51836,0.25187500000000035,0.673,0.53096,0.35555000000000003,0.651525,ok,NA,0.96
entropy_results.rds,whole_filtered_chip,hu6800,blastomas,Brain/GBM,variance_comparison,entropy,FULL,FULL,m_Brain.normal,m_Brain.glioblastoma,3000,8,10,3000,sample,14.527,14.848,0.321,mildly chaotic,0.675,0.755,0.08,neutral,TRUE,spectral,sample_label,100,NA,0.39,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.55075,0.37102500000000005,0.66105,0.62369,0.476475,0.74305,ok,NA,0.5633333333333334
entropy_results.rds,whole_filtered_chip,hu6800,blastomas,Brain/MB,variance_comparison,entropy,FULL,FULL,m_Brain.normal,m_Brain.medulloblastoma,3000,8,10,3000,sample,14.525,14.847,0.322,mildly chaotic,0.659,0.863,0.204,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.11,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.53861,0.36907500000000004,0.6495249999999999,0.7096,0.5348750000000001,0.8605749999999999,ok,NA,0.2383333333333333
entropy_results.rds,whole_filtered_chip,hu6800,leukemias,PB/B-ALL,variance_comparison,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.B.cell.ALL,3000,5,10,3000,sample,13.843,14.846,1.003,strongly chaotic,0.652,0.481,-0.171,mildly anti-chaotic,TRUE,spectral,sample_label,100,NA,0.51,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.50635,0.24630000000000007,0.672,0.41373,0.300375,0.5030999999999999,ok,NA,0.6027272727272728
entropy_results.rds,whole_filtered_chip,hu6800,leukemias,PB/T-ALL,variance_comparison,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.T.cell.ALL,3000,5,9,3000,sample,13.843,14.692,0.849,strongly chaotic,0.666,0.512,-0.154,mildly anti-chaotic,TRUE,spectral,sample_label,100,NA,0.49,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.51797,0.24687500000000007,0.679,0.42883,0.26112500000000005,0.5340499999999999,ok,NA,0.6027272727272728
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,BLAD/TCC,variance_global,entropy,FULL,FULL,m_Bladder.normal,m_Bladder.bladder.transitional.cell.carcinoma,3000,7,11,3000,sample,14.329,14.988,0.659,strongly chaotic,0.637,1.072,0.435,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.03,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.50867,0.2611000000000001,0.644525,0.91339,0.6644000000000001,1.083675,ok,NA,0.12999999999999998
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,BR/BRAD,variance_global,entropy,FULL,FULL,m_Breast.normal,m_Breast.breast.adenocarcinoma,3000,5,11,3000,sample,13.842,14.987,1.145,strongly chaotic,0.433,0.995,0.562,strongly chaotic,TRUE,spectral,sample_label,100,NA,0.05,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.32017,0.10490000000000001,0.493575,0.85934,0.6719250000000001,0.9701,ok,NA,0.1625
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,COL/COADREAD,variance_global,entropy,FULL,FULL,m_Colon.normal,m_Colon.colorectal.adenocarcinoma,3000,10,11,3000,sample,14.847,14.983,0.136,mildly chaotic,0.608,0.623,0.015,neutral,TRUE,spectral,sample_label,100,NA,0.91,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.5355,0.32495,0.700575,0.53642,0.43312500000000004,0.642575,ok,NA,0.96
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,KID/RCC,variance_global,entropy,FULL,FULL,m_Kidney.normal,m_Kidney.renal.cell.carcinoma,3000,12,9,3000,sample,15.112,14.697,-0.415,mildly anti-chaotic,0.656,0.775,0.119,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.2,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.57876,0.4539,0.674525,0.64432,0.522425,0.739,ok,NA,0.37142857142857144
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,LU/LUAD,variance_global,entropy,FULL,FULL,m_Lung.normal,m_Lung.lung.adenocarcinoma,3000,5,11,3000,sample,13.843,14.985,1.142,strongly chaotic,0.334,0.977,0.643,strongly chaotic,TRUE,spectral,sample_label,100,NA,0,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.24352000000000001,0.12490000000000001,0.348,0.82924,0.625025,0.9587249999999998,ok,NA,0
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,OV/OVAD,variance_global,entropy,FULL,FULL,m_Ovary.normal,m_Ovary.ovarian.adenocarcinoma,3000,4,10,3000,sample,13.521,14.847,1.326,strongly chaotic,0.378,0.822,0.444,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.11,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.26822999999999997,0.148,0.378,0.68409,0.49407500000000015,0.8217249999999998,ok,NA,0.2383333333333333
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,PA/PAAD,variance_global,entropy,FULL,FULL,m_Pancreas.normal,m_Pancreas.pancreatic.adenocarcinoma,3000,10,10,3000,sample,14.851,14.846,-0.005,neutral,0.747,0.827,0.08,neutral,TRUE,spectral,sample_label,100,NA,0.27,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.64704,0.508425,0.7350999999999999,0.70106,0.4739,0.9122999999999999,ok,NA,0.43875000000000003
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,PR/PRAD,variance_global,entropy,FULL,FULL,m_Prostate.normal,m_Prostate.prostate.adenocarcinoma,3000,7,8,3000,sample,14.327,14.521,0.194,mildly chaotic,0.303,0.779,0.476,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.01,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.24728,0.16507500000000003,0.2995749999999999,0.65637,0.3574250000000001,0.858525,ok,NA,0.065
entropy_results.rds,whole_filtered_chip,hu6800,carcinomas,UT/EAC,variance_global,entropy,FULL,FULL,m_Uterus.normal,m_Uterus.uterine.adenocarcinoma,3000,6,10,3000,sample,14.109,14.845,0.736,strongly chaotic,0.615,0.63,0.015,neutral,TRUE,spectral,sample_label,100,NA,0.96,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.51836,0.25187500000000035,0.673,0.53096,0.35555000000000003,0.651525,ok,NA,0.96
entropy_results.rds,whole_filtered_chip,hu6800,blastomas,Brain/GBM,variance_global,entropy,FULL,FULL,m_Brain.normal,m_Brain.glioblastoma,3000,8,10,3000,sample,14.527,14.848,0.321,mildly chaotic,0.675,0.755,0.08,neutral,TRUE,spectral,sample_label,100,NA,0.39,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.55075,0.37102500000000005,0.66105,0.62369,0.476475,0.74305,ok,NA,0.5633333333333334
entropy_results.rds,whole_filtered_chip,hu6800,blastomas,Brain/MB,variance_global,entropy,FULL,FULL,m_Brain.normal,m_Brain.medulloblastoma,3000,8,10,3000,sample,14.525,14.847,0.322,mildly chaotic,0.659,0.863,0.204,mildly chaotic,TRUE,spectral,sample_label,100,NA,0.11,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.53861,0.36907500000000004,0.6495249999999999,0.7096,0.5348750000000001,0.8605749999999999,ok,NA,0.2383333333333333
entropy_results.rds,whole_filtered_chip,hu6800,leukemias,PB/B-ALL,variance_global,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.B.cell.ALL,3000,5,10,3000,sample,13.843,14.846,1.003,strongly chaotic,0.652,0.481,-0.171,mildly anti-chaotic,TRUE,spectral,sample_label,100,NA,0.51,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.50635,0.24630000000000007,0.672,0.41373,0.300375,0.5030999999999999,ok,NA,0.6027272727272728
entropy_results.rds,whole_filtered_chip,hu6800,leukemias,PB/T-ALL,variance_global,entropy,FULL,FULL,m_Blood.normal,m_Bone.Marrow.T.cell.ALL,3000,5,9,3000,sample,13.843,14.692,0.849,strongly chaotic,0.666,0.512,-0.154,mildly anti-chaotic,TRUE,spectral,sample_label,100,NA,0.49,TRUE,spectral,sample,100,NA,NA,NA,NA,NA,NA,0.51797,0.24687500000000007,0.679,0.42883,0.26112500000000005,0.5340499999999999,ok,NA,0.6027272727272728
